OrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,ShippingMethod,Currency,OrderTotal,DiscountAmount,TaxAmount,ShippingCost
O00050282,C00006250,2025-06-07,Delivered,Google Pay,Pickup Point,USD,9157.24,0,1831.45,14.99
O00050283,C00015852,2024-12-22,Delivered,Apple Pay,Pickup Point,USD,3465.85,0,693.17,0.0
O00050284,C00003472,2023-09-26,Delivered,PayPal,Express,USD,11073.68,0,2214.74,14.99
O00050285,C00016093,2025-11-11,Delivered,Apple Pay,Express,USD,770.92,0,154.18,14.99
O00050286,C00028601,2023-12-08,Delivered,Google Pay,Express,USD,2146.65,0,429.33,0.0
O00050287,C00006931,2024-08-16,Delivered,Credit Card,Pickup Point,USD,1706.07,0,341.21,4.99
O00050288,C00018689,2023-09-24,Delivered,PayPal,Express,USD,3121.87,0,624.37,0.0
O00050289,C00023929,2025-03-11,Processing,Google Pay,Standard,USD,8827.47,0,1765.49,0.0
O00050290,C00015876,2023-11-11,Delivered,Credit Card,Pickup Point,USD,6948.76,0,1389.75,14.99
O00050291,C00005279,2024-11-01,Delivered,PayPal,Standard,USD,1784.8,0,356.96,14.99
O00050292,C00017661,2024-11-25,Shipped,PayPal,Pickup Point,USD,7320.53,0,1464.11,4.99
O00050293,C00001197,2025-06-01,Shipped,Credit Card,Standard,USD,9138.01,0,1827.6,0.0
O00050294,C00003859,2025-10-20,Returned,PayPal,Pickup Point,USD,5078.79,0,1015.76,14.99
O00050295,C00024512,2023-03-23,Delivered,Credit Card,Express,USD,283.39,0,56.68,4.99
O00050296,C00011771,2024-08-31,Delivered,Apple Pay,Pickup Point,USD,4335.38,0,867.08,4.99
O00050297,C00028647,2024-06-15,Delivered,PayPal,Standard,USD,8189.06,0,1637.81,4.99
O00050298,C00005999,2025-02-25,Delivered,Google Pay,Standard,USD,3027.79,0,605.56,0.0
O00050299,C00004423,2025-03-24,Delivered,Debit Card,Express,USD,12801.94,0,2560.39,14.99
O00050300,C00005994,2025-12-02,Delivered,PayPal,Express,USD,6463.34,0,1292.67,4.99
O00050301,C00000745,2023-10-31,Delivered,PayPal,Pickup Point,USD,1479.58,0,295.92,9.99
O00050302,C00002723,2025-07-07,Processing,Apple Pay,Express,USD,6162.1,0,1232.42,4.99
O00050303,C00029181,2025-11-26,Delivered,Apple Pay,Express,USD,1550.84,0,310.17,4.99
O00050304,C00004079,2023-11-25,Delivered,Debit Card,Pickup Point,USD,3976.07,0,795.21,0.0
O00050305,C00003639,2024-12-30,Delivered,Google Pay,Express,USD,6549.25,0,1309.85,0.0
O00050306,C00025359,2025-11-13,Processing,Apple Pay,Pickup Point,USD,3467.9,0,693.58,4.99
O00050307,C00000412,2023-01-02,Delivered,Apple Pay,Pickup Point,USD,3647.86,0,729.57,14.99
O00050308,C00027924,2023-08-07,Delivered,Credit Card,Pickup Point,USD,5097.48,0,1019.5,14.99
O00050309,C00012480,2023-12-28,Processing,Credit Card,Standard,USD,4593.45,0,918.69,9.99
O00050310,C00026434,2024-10-09,Delivered,PayPal,Pickup Point,USD,1227.79,0,245.56,14.99
O00050311,C00028156,2025-04-16,Delivered,Debit Card,Express,USD,5670.51,0,1134.1,14.99
O00050312,C00012499,2024-10-07,Delivered,Debit Card,Pickup Point,USD,4900.84,0,980.17,0.0
O00050313,C00017853,2024-01-11,Cancelled,Credit Card,Pickup Point,USD,2402.68,0,480.54,4.99
O00050314,C00012018,2025-12-08,Returned,Debit Card,Standard,USD,9528.51,0,1905.7,9.99
O00050315,C00010374,2023-02-12,Delivered,PayPal,Standard,USD,5008.05,0,1001.61,4.99
O00050316,C00017697,2025-05-04,Shipped,Apple Pay,Pickup Point,USD,1931.78,0,386.36,0.0
O00050317,C00017158,2024-12-10,Delivered,Google Pay,Standard,USD,5642.84,0,1128.57,9.99
O00050318,C00020309,2024-05-23,Processing,Google Pay,Pickup Point,USD,5330.38,0,1066.08,4.99
O00050319,C00003224,2025-02-28,Delivered,Debit Card,Express,USD,7839.42,0,1567.88,14.99
O00050320,C00019084,2025-12-29,Delivered,Google Pay,Pickup Point,USD,1309.34,0,261.87,4.99
O00050321,C00027197,2023-03-12,Cancelled,Credit Card,Standard,USD,2762.47,0,552.49,0.0
O00050322,C00028014,2024-11-16,Delivered,Debit Card,Express,USD,3772.96,0,754.59,0.0
O00050323,C00010709,2025-11-07,Delivered,Debit Card,Pickup Point,USD,1982.68,0,396.54,4.99
O00050324,C00025227,2023-03-31,Delivered,PayPal,Standard,USD,1921.1,0,384.22,14.99
O00050325,C00014121,2025-01-06,Delivered,Apple Pay,Pickup Point,USD,2701.35,0,540.27,9.99
O00050326,C00029098,2024-05-17,Delivered,Credit Card,Pickup Point,USD,5655.03,0,1131.01,0.0
O00050327,C00024775,2025-03-20,Delivered,Debit Card,Express,USD,8996.56,0,1799.31,14.99
O00050328,C00008229,2024-11-15,Delivered,Credit Card,Standard,USD,6711.13,0,1342.23,4.99
O00050329,C00008169,2025-12-26,Delivered,PayPal,Express,USD,11117.1,0,2223.42,0.0
O00050330,C00011209,2023-03-28,Delivered,PayPal,Express,USD,12934.78,0,2586.96,9.99
O00050331,C00009309,2024-10-21,Delivered,Debit Card,Standard,USD,7859.78,0,1571.96,9.99
O00050332,C00027410,2025-10-20,Processing,PayPal,Standard,USD,5150.07,0,1030.01,4.99
O00050333,C00003737,2023-09-24,Delivered,Debit Card,Standard,USD,6986.07,0,1397.21,4.99
O00050334,C00026643,2024-06-02,Delivered,Debit Card,Pickup Point,USD,2049.66,0,409.93,4.99
O00050335,C00007649,2023-04-11,Delivered,Apple Pay,Standard,USD,1764.21,0,352.84,4.99
O00050336,C00010151,2023-02-14,Delivered,Debit Card,Standard,USD,7037.08,0,1407.42,0.0
O00050337,C00001314,2024-12-19,Processing,PayPal,Express,USD,5461.8,0,1092.36,9.99
O00050338,C00010741,2023-11-04,Delivered,Debit Card,Express,USD,7974.93,0,1594.99,4.99
O00050339,C00002001,2023-01-20,Delivered,Debit Card,Standard,USD,1742.12,0,348.42,14.99
O00050340,C00026907,2023-10-12,Delivered,PayPal,Standard,USD,2093.69,0,418.74,4.99
O00050341,C00003502,2024-07-30,Delivered,Debit Card,Pickup Point,USD,4085.92,0,817.18,0.0
O00050342,C00011843,2023-04-11,Delivered,Debit Card,Standard,USD,1387.32,0,277.46,0.0
O00050343,C00020080,2023-08-18,Delivered,PayPal,Pickup Point,USD,3233.09,0,646.62,0.0
O00050344,C00016790,2023-07-16,Delivered,Debit Card,Pickup Point,USD,6258.7,0,1251.74,14.99
O00050345,C00029373,2023-02-10,Delivered,Credit Card,Standard,USD,2963.38,0,592.68,14.99
O00050346,C00011289,2025-10-22,Delivered,Apple Pay,Express,USD,4380.9,0,876.18,4.99
O00050347,C00016051,2023-02-04,Returned,PayPal,Standard,USD,4437.62,0,887.52,4.99
O00050348,C00014978,2025-06-26,Delivered,Debit Card,Pickup Point,USD,6928.8,0,1385.76,9.99
O00050349,C00023722,2023-10-19,Delivered,Google Pay,Pickup Point,USD,6487.54,0,1297.51,4.99
O00050350,C00021673,2025-11-03,Delivered,Credit Card,Pickup Point,USD,3315.21,0,663.04,14.99
O00050351,C00019304,2023-02-03,Shipped,Debit Card,Standard,USD,1849.94,0,369.99,4.99
O00050352,C00013279,2025-09-22,Delivered,Credit Card,Pickup Point,USD,1293.59,0,258.72,4.99
O00050353,C00020697,2024-05-03,Cancelled,Google Pay,Standard,USD,4956.31,0,991.26,14.99
O00050354,C00020925,2024-03-21,Delivered,Credit Card,Pickup Point,USD,3757.64,0,751.53,0.0
O00050355,C00003446,2025-01-05,Delivered,Debit Card,Express,USD,3738.49,0,747.7,9.99
O00050356,C00003316,2024-01-25,Processing,PayPal,Standard,USD,3746.02,0,749.2,14.99
O00050357,C00008256,2024-06-18,Delivered,PayPal,Pickup Point,USD,2392.9,0,478.58,4.99
O00050358,C00023468,2024-09-30,Shipped,PayPal,Pickup Point,USD,5864.73,0,1172.95,9.99
O00050359,C00027935,2025-07-21,Cancelled,Debit Card,Express,USD,2319.78,0,463.96,14.99
O00050360,C00026507,2024-10-19,Delivered,Google Pay,Pickup Point,USD,16030.16,0,3206.03,4.99
O00050361,C00012846,2024-01-15,Delivered,Apple Pay,Express,USD,10476.52,0,2095.3,9.99
O00050362,C00028449,2025-12-22,Processing,Debit Card,Standard,USD,11791.32,0,2358.26,0.0
O00050363,C00005806,2023-01-18,Shipped,Apple Pay,Pickup Point,USD,3825.16,0,765.03,4.99
O00050364,C00015260,2024-11-09,Delivered,Google Pay,Pickup Point,USD,638.31,0,127.66,4.99
O00050365,C00029226,2025-10-25,Delivered,Google Pay,Express,USD,3120.08,0,624.02,0.0
O00050366,C00014354,2023-12-13,Delivered,Debit Card,Pickup Point,USD,3779.73,0,755.95,14.99
O00050367,C00013678,2025-09-28,Delivered,Credit Card,Standard,USD,9093.91,0,1818.78,4.99
O00050368,C00028029,2025-04-27,Shipped,Credit Card,Pickup Point,USD,2820.96,0,564.19,4.99
O00050369,C00023192,2024-04-01,Shipped,Apple Pay,Standard,USD,6214.99,0,1243.0,14.99
O00050370,C00019115,2023-11-06,Delivered,Debit Card,Pickup Point,USD,595.43,0,119.09,4.99
O00050371,C00024903,2023-01-23,Delivered,Debit Card,Standard,USD,4022.02,0,804.4,4.99
O00050372,C00016109,2023-06-22,Shipped,Credit Card,Pickup Point,USD,917.43,0,183.49,4.99
O00050373,C00001543,2025-08-27,Delivered,Apple Pay,Standard,USD,3594.54,0,718.91,9.99
O00050374,C00006450,2024-08-27,Delivered,Google Pay,Pickup Point,USD,4892.14,0,978.43,14.99
O00050375,C00020401,2023-02-28,Delivered,Debit Card,Pickup Point,USD,4846.61,0,969.32,4.99
O00050376,C00009222,2025-10-20,Delivered,Credit Card,Standard,USD,6945.94,0,1389.19,0.0
O00050377,C00024222,2024-11-16,Delivered,Credit Card,Pickup Point,USD,7959.66,0,1591.93,9.99
O00050378,C00002833,2025-09-18,Delivered,Apple Pay,Pickup Point,USD,2344.8,0,468.96,0.0
O00050379,C00021332,2025-06-05,Cancelled,Google Pay,Standard,USD,11741.51,0,2348.3,4.99
O00050380,C00018040,2023-08-11,Delivered,Credit Card,Standard,USD,4978.54,0,995.71,0.0
O00050381,C00007057,2024-03-08,Delivered,Google Pay,Standard,USD,1577.28,0,315.46,14.99
O00050382,C00008303,2023-05-29,Delivered,PayPal,Pickup Point,USD,4951.16,0,990.23,14.99
O00050383,C00009199,2023-10-19,Delivered,Google Pay,Standard,USD,2517.38,0,503.48,0.0
O00050384,C00000565,2024-03-02,Delivered,Apple Pay,Express,USD,9280.47,0,1856.09,9.99
O00050385,C00013041,2023-12-28,Delivered,Debit Card,Standard,USD,5999.26,0,1199.85,4.99
O00050386,C00017819,2024-07-10,Delivered,Apple Pay,Express,USD,7778.58,0,1555.72,14.99
O00050387,C00002126,2023-06-03,Delivered,Apple Pay,Standard,USD,1205.66,0,241.13,0.0
O00050388,C00019493,2025-06-11,Processing,PayPal,Express,USD,6610.1,0,1322.02,4.99
O00050389,C00005129,2025-04-10,Shipped,Apple Pay,Standard,USD,1132.69,0,226.54,14.99
O00050390,C00000123,2023-08-08,Delivered,Apple Pay,Express,USD,6536.58,0,1307.32,9.99
O00050391,C00022568,2023-10-19,Delivered,Apple Pay,Standard,USD,672.63,0,134.53,14.99
O00050392,C00027595,2025-07-28,Cancelled,Credit Card,Standard,USD,1345.12,0,269.02,0.0
O00050393,C00001534,2024-01-30,Delivered,Debit Card,Express,USD,4637.05,0,927.41,0.0
O00050394,C00013611,2023-07-26,Delivered,Google Pay,Pickup Point,USD,5054.85,0,1010.97,9.99
O00050395,C00004473,2025-08-03,Cancelled,Apple Pay,Pickup Point,USD,2976.99,0,595.4,9.99
O00050396,C00017170,2024-04-02,Delivered,Debit Card,Pickup Point,USD,9120.52,0,1824.1,14.99
O00050397,C00002977,2023-10-14,Returned,Debit Card,Express,USD,6851.43,0,1370.29,4.99
O00050398,C00025499,2024-10-26,Delivered,PayPal,Express,USD,764.75,0,152.95,14.99
O00050399,C00027834,2024-10-25,Delivered,Debit Card,Pickup Point,USD,10670.68,0,2134.14,9.99
O00050400,C00028142,2023-11-30,Shipped,Credit Card,Pickup Point,USD,6524.51,0,1304.9,14.99
O00050401,C00013246,2025-01-12,Delivered,Credit Card,Express,USD,1941.64,0,388.33,4.99
O00050402,C00021360,2024-08-14,Shipped,Credit Card,Standard,USD,2351.91,0,470.38,0.0
O00050403,C00008792,2023-05-26,Cancelled,Credit Card,Pickup Point,USD,6357.85,0,1271.57,4.99
O00050404,C00004058,2023-02-01,Delivered,Apple Pay,Pickup Point,USD,9702.58,0,1940.52,9.99
O00050405,C00005975,2023-03-02,Delivered,Apple Pay,Express,USD,7956.2,0,1591.24,14.99
O00050406,C00004855,2025-04-10,Delivered,Apple Pay,Standard,USD,5370.55,0,1074.11,0.0
O00050407,C00025749,2024-08-20,Delivered,Apple Pay,Standard,USD,1648.93,0,329.79,0.0
O00050408,C00026811,2024-03-02,Delivered,Credit Card,Pickup Point,USD,2818.59,0,563.72,14.99
O00050409,C00004607,2023-01-11,Delivered,PayPal,Pickup Point,USD,2901.66,0,580.33,4.99
O00050410,C00014314,2024-04-16,Delivered,Google Pay,Express,USD,1228.73,0,245.75,4.99
O00050411,C00023325,2025-05-18,Processing,Apple Pay,Express,USD,2223.11,0,444.62,9.99
O00050412,C00019114,2024-05-19,Shipped,Credit Card,Pickup Point,USD,4118.22,0,823.64,0.0
O00050413,C00029460,2024-08-09,Delivered,Google Pay,Pickup Point,USD,7353.37,0,1470.67,0.0
O00050414,C00008257,2024-10-28,Delivered,Credit Card,Standard,USD,12466.62,0,2493.32,14.99
O00050415,C00012946,2024-04-08,Delivered,Apple Pay,Standard,USD,3056.88,0,611.38,0.0
O00050416,C00006368,2023-03-10,Delivered,Credit Card,Standard,USD,7643.73,0,1528.75,0.0
O00050417,C00021487,2025-01-14,Delivered,Google Pay,Pickup Point,USD,613.87,0,122.77,9.99
O00050418,C00022293,2023-09-12,Delivered,PayPal,Standard,USD,1970.63,0,394.13,14.99
O00050419,C00022457,2023-08-28,Delivered,Credit Card,Express,USD,2165.7,0,433.14,0.0
O00050420,C00020205,2025-02-02,Delivered,PayPal,Express,USD,1892.78,0,378.56,9.99
O00050421,C00001894,2025-10-20,Delivered,Credit Card,Standard,USD,12522.53,0,2504.51,14.99
O00050422,C00000951,2024-05-10,Delivered,Debit Card,Standard,USD,7607.42,0,1521.48,14.99
O00050423,C00024465,2025-02-22,Delivered,Apple Pay,Standard,USD,5626.3,0,1125.26,0.0
O00050424,C00020486,2023-12-23,Delivered,PayPal,Pickup Point,USD,8504.08,0,1700.82,14.99
O00050425,C00018399,2025-04-01,Delivered,Apple Pay,Standard,USD,16595.14,0,3319.03,9.99
O00050426,C00010667,2023-11-03,Shipped,Credit Card,Express,USD,840.77,0,168.15,0.0
O00050427,C00010476,2025-01-22,Delivered,Credit Card,Standard,USD,2551.12,0,510.22,4.99
O00050428,C00014318,2024-06-24,Delivered,PayPal,Express,USD,5395.43,0,1079.09,9.99
O00050429,C00024808,2025-02-02,Delivered,Google Pay,Express,USD,960.52,0,192.1,9.99
O00050430,C00008654,2024-04-06,Delivered,Apple Pay,Express,USD,2387.11,0,477.42,4.99
O00050431,C00011794,2023-11-13,Delivered,Debit Card,Pickup Point,USD,7380.84,0,1476.17,9.99
O00050432,C00027859,2023-10-02,Delivered,Google Pay,Pickup Point,USD,2601.04,0,520.21,0.0
O00050433,C00001064,2023-11-25,Shipped,Google Pay,Standard,USD,3321.77,0,664.35,4.99
O00050434,C00005482,2024-09-25,Delivered,PayPal,Express,USD,4672.66,0,934.53,9.99
O00050435,C00026514,2024-10-10,Delivered,Debit Card,Express,USD,14894.82,0,2978.96,0.0
O00050436,C00028251,2025-07-08,Delivered,PayPal,Express,USD,3420.4,0,684.08,14.99
O00050437,C00009652,2023-01-14,Delivered,Google Pay,Express,USD,4470.07,0,894.01,14.99
O00050438,C00029912,2023-02-06,Delivered,Credit Card,Express,USD,4384.66,0,876.93,14.99
O00050439,C00008057,2025-06-02,Delivered,Debit Card,Pickup Point,USD,4597.4,0,919.48,0.0
O00050440,C00024607,2023-12-01,Delivered,PayPal,Express,USD,7249.69,0,1449.94,9.99
O00050441,C00024543,2023-04-13,Delivered,PayPal,Pickup Point,USD,7999.07,0,1599.81,9.99
O00050442,C00017498,2025-08-24,Delivered,Apple Pay,Express,USD,8809.8,0,1761.96,14.99
O00050443,C00005123,2024-03-11,Delivered,Debit Card,Standard,USD,4738.01,0,947.6,0.0
O00050444,C00028465,2024-06-09,Delivered,PayPal,Pickup Point,USD,8811.86,0,1762.37,9.99
O00050445,C00018838,2023-07-01,Processing,Google Pay,Pickup Point,USD,3095.7,0,619.14,14.99
O00050446,C00010954,2024-11-27,Processing,Apple Pay,Pickup Point,USD,2401.2,0,480.24,0.0
O00050447,C00013488,2025-12-16,Delivered,Credit Card,Standard,USD,2751.91,0,550.38,9.99
O00050448,C00002659,2024-12-26,Delivered,PayPal,Pickup Point,USD,1715.7,0,343.14,14.99
O00050449,C00015490,2024-05-30,Delivered,Debit Card,Pickup Point,USD,1213.63,0,242.73,4.99
O00050450,C00017549,2023-06-02,Delivered,Debit Card,Pickup Point,USD,8112.06,0,1622.41,4.99
O00050451,C00022002,2023-04-09,Delivered,PayPal,Pickup Point,USD,2654.69,0,530.94,4.99
O00050452,C00002983,2023-11-25,Delivered,Google Pay,Express,USD,7337.76,0,1467.55,9.99
O00050453,C00024016,2023-03-15,Shipped,Credit Card,Pickup Point,USD,4222.6,0,844.52,9.99
O00050454,C00020143,2023-11-14,Delivered,Google Pay,Express,USD,2613.03,0,522.61,0.0
O00050455,C00003596,2025-07-05,Delivered,Debit Card,Standard,USD,3790.6,0,758.12,9.99
O00050456,C00005708,2025-02-27,Delivered,Google Pay,Express,USD,5351.66,0,1070.33,9.99
O00050457,C00007033,2023-09-06,Delivered,Apple Pay,Standard,USD,2355.11,0,471.02,14.99
O00050458,C00014983,2024-10-16,Cancelled,Debit Card,Standard,USD,10807.08,0,2161.42,14.99
O00050459,C00002693,2025-05-12,Delivered,Debit Card,Standard,USD,4152.34,0,830.47,9.99
O00050460,C00006066,2024-08-05,Processing,PayPal,Standard,USD,5294.16,0,1058.83,0.0
O00050461,C00007306,2024-10-16,Delivered,Credit Card,Express,USD,4739.88,0,947.98,9.99
O00050462,C00027508,2023-09-29,Delivered,Debit Card,Express,USD,9859.37,0,1971.87,9.99
O00050463,C00011766,2024-04-22,Processing,Apple Pay,Pickup Point,USD,1403.52,0,280.7,4.99
O00050464,C00018445,2023-01-17,Delivered,Apple Pay,Pickup Point,USD,2328.2,0,465.64,14.99
O00050465,C00008783,2025-08-07,Delivered,Apple Pay,Express,USD,5017.92,0,1003.58,14.99
O00050466,C00023239,2024-01-10,Processing,PayPal,Express,USD,6175.07,0,1235.01,14.99
O00050467,C00022612,2023-08-18,Delivered,Debit Card,Pickup Point,USD,3700.42,0,740.08,0.0
O00050468,C00020146,2024-12-22,Delivered,Apple Pay,Express,USD,3530.89,0,706.18,9.99
O00050469,C00007994,2024-10-13,Delivered,Debit Card,Standard,USD,6193.51,0,1238.7,0.0
O00050470,C00027059,2025-01-02,Delivered,Credit Card,Standard,USD,6717.12,0,1343.42,14.99
O00050471,C00020866,2023-04-08,Processing,PayPal,Pickup Point,USD,2348.0,0,469.6,9.99
O00050472,C00018665,2025-06-16,Delivered,Credit Card,Standard,USD,1318.32,0,263.66,0.0
O00050473,C00002209,2025-10-29,Delivered,PayPal,Standard,USD,1620.92,0,324.18,0.0
O00050474,C00019826,2024-12-19,Delivered,Apple Pay,Express,USD,2528.68,0,505.74,4.99
O00050475,C00004035,2023-12-21,Delivered,Debit Card,Pickup Point,USD,9601.25,0,1920.25,9.99
O00050476,C00000826,2025-01-12,Delivered,Google Pay,Pickup Point,USD,1324.02,0,264.8,0.0
O00050477,C00000789,2025-05-22,Shipped,Apple Pay,Standard,USD,1008.44,0,201.69,0.0
O00050478,C00009896,2024-03-19,Delivered,PayPal,Standard,USD,2163.16,0,432.63,14.99
O00050479,C00006561,2023-04-06,Delivered,Debit Card,Standard,USD,3141.0,0,628.2,9.99
O00050480,C00009963,2024-09-03,Delivered,Apple Pay,Standard,USD,3909.52,0,781.9,0.0
O00050481,C00008886,2024-01-17,Delivered,PayPal,Pickup Point,USD,972.65,0,194.53,14.99
O00050482,C00014116,2025-05-18,Delivered,Apple Pay,Pickup Point,USD,4615.26,0,923.05,4.99
O00050483,C00017188,2024-08-13,Delivered,PayPal,Express,USD,4914.3,0,982.86,14.99
O00050484,C00010141,2024-01-06,Delivered,Debit Card,Standard,USD,7486.81,0,1497.36,14.99
O00050485,C00005020,2024-01-05,Delivered,Credit Card,Pickup Point,USD,5964.25,0,1192.85,0.0
O00050486,C00003188,2024-01-30,Delivered,Credit Card,Pickup Point,USD,736.5,0,147.3,0.0
O00050487,C00008100,2024-10-16,Delivered,Credit Card,Standard,USD,1773.09,0,354.62,4.99
O00050488,C00000504,2023-04-22,Delivered,Debit Card,Standard,USD,14755.92,0,2951.18,0.0
O00050489,C00002533,2025-02-15,Delivered,Apple Pay,Pickup Point,USD,4501.36,0,900.27,9.99
O00050490,C00027329,2025-02-08,Delivered,Google Pay,Standard,USD,1931.82,0,386.36,9.99
O00050491,C00020505,2024-03-22,Delivered,Apple Pay,Pickup Point,USD,5751.5,0,1150.3,14.99
O00050492,C00028681,2023-04-25,Delivered,Credit Card,Express,USD,2598.09,0,519.62,14.99
O00050493,C00029139,2025-10-07,Delivered,Google Pay,Pickup Point,USD,6836.64,0,1367.33,4.99
O00050494,C00015299,2024-07-02,Delivered,Apple Pay,Express,USD,1238.84,0,247.77,0.0
O00050495,C00007440,2025-06-13,Delivered,Apple Pay,Pickup Point,USD,3316.14,0,663.23,9.99
O00050496,C00028997,2024-02-18,Delivered,Apple Pay,Standard,USD,10431.64,0,2086.33,4.99
O00050497,C00017490,2023-05-04,Delivered,PayPal,Pickup Point,USD,3427.42,0,685.48,4.99
O00050498,C00021541,2025-01-07,Delivered,Google Pay,Express,USD,8226.27,0,1645.25,9.99
O00050499,C00008710,2024-01-30,Delivered,PayPal,Standard,USD,4073.73,0,814.75,9.99
O00050500,C00014769,2023-09-20,Returned,PayPal,Standard,USD,5617.7,0,1123.54,14.99
O00050501,C00005471,2024-02-27,Delivered,Google Pay,Standard,USD,6198.89,0,1239.78,4.99
O00050502,C00024429,2025-06-25,Delivered,PayPal,Pickup Point,USD,3424.84,0,684.97,9.99
O00050503,C00028148,2025-09-03,Delivered,Google Pay,Standard,USD,1267.24,0,253.45,14.99
O00050504,C00018994,2025-08-16,Returned,Google Pay,Pickup Point,USD,9565.72,0,1913.14,9.99
O00050505,C00026707,2024-08-18,Delivered,Apple Pay,Express,USD,1649.84,0,329.97,4.99
O00050506,C00002781,2024-02-15,Delivered,Credit Card,Standard,USD,5140.77,0,1028.15,9.99
O00050507,C00002176,2023-03-24,Delivered,Debit Card,Standard,USD,673.96,0,134.79,4.99
O00050508,C00018342,2024-03-25,Delivered,Google Pay,Standard,USD,4322.36,0,864.47,0.0
O00050509,C00015124,2023-07-31,Shipped,Apple Pay,Standard,USD,6921.65,0,1384.33,0.0
O00050510,C00009979,2025-12-09,Delivered,PayPal,Standard,USD,8443.99,0,1688.8,9.99
O00050511,C00004671,2023-06-29,Delivered,Credit Card,Standard,USD,13999.16,0,2799.83,14.99
O00050512,C00025627,2024-06-21,Delivered,Credit Card,Standard,USD,3758.94,0,751.79,4.99
O00050513,C00022109,2024-08-07,Delivered,Credit Card,Express,USD,7694.47,0,1538.89,9.99
O00050514,C00025008,2023-06-14,Delivered,Debit Card,Express,USD,7928.24,0,1585.65,0.0
O00050515,C00000355,2025-01-17,Processing,Debit Card,Pickup Point,USD,2076.66,0,415.33,9.99
O00050516,C00019223,2024-03-19,Shipped,PayPal,Express,USD,3074.08,0,614.82,0.0
O00050517,C00020179,2023-07-08,Delivered,Google Pay,Pickup Point,USD,9566.27,0,1913.25,0.0
O00050518,C00018631,2023-10-04,Delivered,Google Pay,Express,USD,4408.69,0,881.74,0.0
O00050519,C00020260,2023-10-31,Delivered,Credit Card,Pickup Point,USD,2025.89,0,405.18,14.99
O00050520,C00029560,2024-02-09,Delivered,Debit Card,Express,USD,3611.44,0,722.29,0.0
O00050521,C00013931,2023-06-01,Delivered,Google Pay,Standard,USD,10957.36,0,2191.47,0.0
O00050522,C00024277,2023-05-01,Delivered,PayPal,Standard,USD,6439.67,0,1287.93,0.0
O00050523,C00005511,2024-11-11,Delivered,Apple Pay,Express,USD,3848.71,0,769.74,9.99
O00050524,C00023373,2023-11-26,Delivered,Debit Card,Standard,USD,2679.23,0,535.85,0.0
O00050525,C00016514,2024-11-20,Delivered,Debit Card,Pickup Point,USD,1031.71,0,206.34,4.99
O00050526,C00000180,2023-01-24,Processing,Debit Card,Express,USD,4406.13,0,881.23,0.0
O00050527,C00002125,2025-06-11,Shipped,Debit Card,Pickup Point,USD,6221.42,0,1244.28,14.99
O00050528,C00021147,2023-11-07,Delivered,Credit Card,Pickup Point,USD,4382.21,0,876.44,0.0
O00050529,C00010584,2023-03-28,Delivered,Debit Card,Express,USD,5352.24,0,1070.45,0.0
O00050530,C00010237,2023-12-26,Delivered,Google Pay,Express,USD,10174.08,0,2034.82,0.0
O00050531,C00022308,2024-09-15,Delivered,PayPal,Express,USD,1284.0,0,256.8,0.0
O00050532,C00016224,2023-11-03,Delivered,Debit Card,Express,USD,6407.89,0,1281.58,9.99
O00050533,C00008101,2023-05-04,Shipped,Debit Card,Express,USD,2005.45,0,401.09,9.99
O00050534,C00016164,2025-01-23,Delivered,Debit Card,Standard,USD,1527.13,0,305.43,9.99
O00050535,C00013707,2023-11-09,Delivered,Credit Card,Express,USD,6629.33,0,1325.87,4.99
O00050536,C00002835,2023-07-08,Returned,Credit Card,Standard,USD,3512.07,0,702.41,4.99
O00050537,C00025684,2024-05-09,Delivered,Credit Card,Standard,USD,5073.22,0,1014.64,0.0
O00050538,C00000501,2024-01-12,Delivered,PayPal,Pickup Point,USD,5028.81,0,1005.76,4.99
O00050539,C00006046,2024-08-02,Delivered,PayPal,Standard,USD,12645.24,0,2529.05,14.99
O00050540,C00021068,2024-09-28,Delivered,Google Pay,Express,USD,4926.09,0,985.22,9.99
O00050541,C00003762,2025-08-27,Delivered,PayPal,Standard,USD,3657.86,0,731.57,4.99
O00050542,C00015815,2024-10-20,Delivered,Credit Card,Express,USD,121.74,0,24.35,4.99
O00050543,C00027441,2023-08-24,Delivered,Debit Card,Standard,USD,3569.66,0,713.93,0.0
O00050544,C00029893,2025-10-02,Delivered,Apple Pay,Standard,USD,2254.2,0,450.84,4.99
O00050545,C00028818,2025-10-02,Shipped,Apple Pay,Standard,USD,2979.12,0,595.82,4.99
O00050546,C00025301,2024-06-04,Delivered,PayPal,Express,USD,3104.08,0,620.82,14.99
O00050547,C00000722,2023-06-07,Delivered,PayPal,Express,USD,1491.06,0,298.21,9.99
O00050548,C00016542,2024-12-28,Delivered,Credit Card,Express,USD,316.69,0,63.34,0.0
O00050549,C00003915,2024-07-30,Delivered,Apple Pay,Pickup Point,USD,5762.04,0,1152.41,0.0
O00050550,C00015210,2023-04-28,Processing,Credit Card,Standard,USD,5870.46,0,1174.09,9.99
O00050551,C00004690,2024-05-07,Delivered,PayPal,Standard,USD,1675.49,0,335.1,4.99
O00050552,C00024323,2023-05-19,Cancelled,PayPal,Express,USD,6860.98,0,1372.2,4.99
O00050553,C00004773,2024-04-02,Delivered,PayPal,Express,USD,3946.0,0,789.2,14.99
O00050554,C00013956,2025-08-03,Delivered,Credit Card,Express,USD,3519.58,0,703.92,0.0
