OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
145010,O00058113,P07368,3,1811.65,543.5
145011,O00058114,P02066,2,1433.19,0.0
145012,O00058114,P01903,3,796.29,119.44
145013,O00058114,P00761,2,369.28,0.0
145014,O00058115,P07099,1,1663.0,166.3
145015,O00058116,P01354,3,238.89,0.0
145016,O00058116,P06705,3,331.99,0.0
145017,O00058117,P02714,3,1178.09,176.71
145018,O00058117,P05536,2,415.29,83.06
145019,O00058117,P06139,2,534.52,0.0
145020,O00058117,P06009,1,1027.97,51.4
145021,O00058118,P08486,2,688.94,0.0
145022,O00058118,P02676,1,674.16,33.71
145023,O00058118,P06019,1,174.37,0.0
145024,O00058119,P06395,1,311.3,0.0
145025,O00058119,P00538,1,1734.0,0.0
145026,O00058119,P03158,3,588.63,0.0
145027,O00058120,P09402,2,354.57,0.0
145028,O00058120,P09053,2,508.16,0.0
145029,O00058121,P08483,1,1369.8,136.98
145030,O00058122,P09502,2,1898.91,0.0
145031,O00058122,P07585,3,509.14,76.37
145032,O00058123,P05086,3,751.69,112.75
145033,O00058123,P07287,3,1944.05,583.22
145034,O00058123,P03801,1,1867.24,0.0
145035,O00058124,P09639,1,1455.81,72.79
145036,O00058125,P00557,2,699.97,0.0
145037,O00058125,P00912,3,93.6,14.04
145038,O00058126,P08060,1,898.92,44.95
145039,O00058126,P06342,2,769.14,0.0
145040,O00058127,P05002,3,1171.42,0.0
145041,O00058127,P06117,2,1138.05,0.0
145042,O00058127,P08445,3,1086.54,325.96
145043,O00058127,P03519,3,1156.67,0.0
145044,O00058128,P03731,3,914.63,137.19
145045,O00058128,P04725,2,502.94,50.29
145046,O00058128,P00885,3,1833.85,550.15
145047,O00058129,P05318,1,1671.02,0.0
145048,O00058130,P01949,3,1969.09,0.0
145049,O00058130,P05136,2,1005.6,201.12
145050,O00058130,P00975,3,580.51,0.0
145051,O00058130,P02945,2,945.84,189.17
145052,O00058131,P02330,2,1461.41,292.28
145053,O00058131,P05295,3,512.67,153.8
145054,O00058131,P05730,3,1773.36,532.01
145055,O00058131,P06452,3,974.46,0.0
145056,O00058132,P04146,2,1178.33,235.67
145057,O00058132,P08863,1,1529.56,152.96
145058,O00058133,P09683,3,1662.86,0.0
145059,O00058133,P06593,3,972.84,0.0
145060,O00058134,P05626,2,753.31,75.33
145061,O00058135,P01191,2,959.23,95.92
145062,O00058136,P06230,2,799.75,79.98
145063,O00058137,P03762,1,1985.66,198.57
145064,O00058137,P04578,1,637.29,0.0
145065,O00058137,P03846,1,1800.03,180.0
145066,O00058137,P01516,2,1313.07,0.0
145067,O00058138,P09903,3,982.77,147.42
145068,O00058139,P03968,2,946.69,94.67
145069,O00058139,P07815,3,85.6,0.0
145070,O00058139,P04114,3,684.57,0.0
145071,O00058139,P08981,2,91.2,9.12
145072,O00058140,P09742,1,1581.55,0.0
145073,O00058141,P09081,3,1164.86,0.0
145074,O00058141,P06313,1,401.15,0.0
145075,O00058141,P02488,1,1342.36,0.0
145076,O00058142,P05141,1,1584.08,0.0
145077,O00058143,P02135,3,510.62,76.59
145078,O00058143,P01404,3,699.52,209.86
145079,O00058144,P00706,1,1862.44,186.24
145080,O00058144,P05825,1,1504.63,150.46
145081,O00058145,P08970,1,658.54,0.0
145082,O00058145,P00868,1,1453.17,72.66
145083,O00058145,P04486,3,634.97,0.0
145084,O00058145,P07067,1,327.3,16.37
145085,O00058146,P07829,3,1348.0,0.0
145086,O00058147,P00626,1,232.42,0.0
145087,O00058147,P02686,1,378.6,0.0
145088,O00058148,P00675,3,1208.02,0.0
145089,O00058149,P03366,2,348.3,0.0
145090,O00058150,P08826,2,215.62,21.56
145091,O00058150,P03370,1,1206.99,60.35
145092,O00058151,P04193,1,823.47,41.17
145093,O00058151,P02391,2,1172.41,234.48
145094,O00058151,P09718,2,221.16,44.23
145095,O00058151,P06865,3,659.54,0.0
145096,O00058152,P08252,1,1363.14,0.0
145097,O00058152,P00481,2,1236.44,0.0
145098,O00058152,P07909,1,230.12,23.01
145099,O00058153,P04230,2,1146.25,229.25
145100,O00058153,P08397,3,1504.54,0.0
145101,O00058153,P04506,3,791.21,118.68
145102,O00058153,P09404,1,1295.87,0.0
145103,O00058154,P04630,2,694.93,0.0
145104,O00058154,P01987,1,34.91,1.75
145105,O00058154,P09584,2,1440.85,0.0
145106,O00058155,P01936,3,1745.62,0.0
145107,O00058155,P03073,2,750.72,150.14
145108,O00058156,P05744,1,665.0,66.5
145109,O00058156,P09339,3,1256.79,0.0
145110,O00058157,P03388,2,1190.98,119.1
145111,O00058158,P04586,3,83.14,0.0
145112,O00058158,P07109,3,474.79,71.22
145113,O00058158,P01668,3,402.24,0.0
145114,O00058158,P07334,2,64.17,12.83
145115,O00058159,P07530,3,987.53,0.0
145116,O00058159,P03176,2,743.47,0.0
145117,O00058159,P06956,3,1097.01,0.0
145118,O00058159,P03027,2,15.12,1.51
145119,O00058160,P08946,1,269.95,0.0
145120,O00058161,P08194,1,1188.61,0.0
145121,O00058161,P06157,2,1201.07,0.0
145122,O00058161,P03531,2,730.74,73.07
145123,O00058162,P04223,2,1588.04,317.61
145124,O00058163,P06745,2,1784.25,0.0
145125,O00058163,P05712,2,562.61,0.0
145126,O00058163,P06076,1,457.35,0.0
145127,O00058164,P00946,1,159.28,0.0
145128,O00058164,P02354,3,1497.83,0.0
145129,O00058164,P01216,2,1858.81,0.0
145130,O00058164,P01010,2,906.67,90.67
145131,O00058165,P09309,3,882.12,0.0
145132,O00058165,P00888,2,307.22,0.0
145133,O00058165,P04879,3,476.02,0.0
145134,O00058166,P05024,1,518.7,0.0
145135,O00058167,P03148,2,1459.75,291.95
145136,O00058167,P04145,2,216.13,21.61
145137,O00058167,P05609,1,946.56,47.33
145138,O00058168,P05672,3,1176.08,352.82
145139,O00058168,P05651,1,1219.18,60.96
145140,O00058168,P07934,2,1309.49,130.95
145141,O00058168,P09569,1,146.22,7.31
145142,O00058169,P00774,3,787.38,0.0
145143,O00058169,P04504,1,670.38,0.0
145144,O00058170,P01835,3,594.88,0.0
145145,O00058170,P06494,1,818.27,0.0
145146,O00058170,P08860,2,800.88,0.0
145147,O00058171,P00499,2,1821.65,0.0
145148,O00058171,P02974,2,1264.23,126.42
145149,O00058171,P07531,1,790.22,39.51
145150,O00058171,P09022,1,87.25,4.36
145151,O00058172,P04181,1,484.87,0.0
145152,O00058172,P02580,1,1806.49,90.32
145153,O00058172,P03310,1,1913.02,95.65
145154,O00058172,P02337,3,1503.22,225.48
145155,O00058173,P08881,1,1483.7,0.0
145156,O00058174,P07354,2,130.07,26.01
145157,O00058174,P03837,3,1279.99,192.0
145158,O00058174,P07869,3,1459.7,0.0
145159,O00058174,P05544,2,1017.27,203.45
145160,O00058175,P09645,3,1996.28,0.0
145161,O00058176,P02357,2,1892.49,0.0
145162,O00058177,P09424,3,756.37,226.91
145163,O00058177,P05607,1,1650.37,0.0
145164,O00058177,P06890,2,1089.71,0.0
145165,O00058178,P00578,3,1858.99,278.85
145166,O00058179,P06944,2,1004.02,100.4
145167,O00058179,P07036,3,634.14,190.24
145168,O00058180,P01048,3,1085.36,0.0
145169,O00058180,P02282,3,1502.81,0.0
145170,O00058180,P01410,2,281.03,56.21
145171,O00058181,P09316,3,889.6,0.0
145172,O00058181,P08372,2,1440.95,0.0
145173,O00058181,P08468,2,307.94,61.59
145174,O00058181,P07995,1,1168.6,116.86
145175,O00058182,P08858,2,1011.93,0.0
145176,O00058182,P04689,2,162.33,32.47
145177,O00058182,P09272,2,74.2,0.0
145178,O00058182,P06335,2,413.19,0.0
145179,O00058183,P05885,1,1700.45,0.0
145180,O00058183,P05002,3,1171.42,175.71
145181,O00058183,P06429,1,1965.15,98.26
145182,O00058184,P00128,1,1348.15,0.0
145183,O00058185,P01918,1,1410.83,0.0
145184,O00058186,P03042,2,1894.42,189.44
145185,O00058186,P02386,2,344.18,0.0
145186,O00058186,P03854,2,1294.29,0.0
145187,O00058186,P09799,3,305.87,45.88
145188,O00058187,P08915,3,997.73,299.32
145189,O00058187,P00409,1,14.99,0.75
145190,O00058187,P00843,1,356.41,0.0
145191,O00058188,P09859,3,712.39,0.0
145192,O00058188,P08324,3,913.77,0.0
145193,O00058189,P09855,1,1848.6,92.43
145194,O00058189,P04736,1,1244.19,124.42
145195,O00058189,P07319,3,1722.03,0.0
145196,O00058189,P06168,1,1741.41,0.0
145197,O00058190,P03511,3,1996.04,0.0
145198,O00058190,P03386,2,1014.79,202.96
145199,O00058191,P04731,3,100.72,30.22
145200,O00058191,P08368,1,1763.58,0.0
145201,O00058192,P02344,3,1225.76,183.86
145202,O00058192,P03508,2,1991.56,398.31
145203,O00058192,P00157,1,642.32,64.23
145204,O00058192,P02452,3,213.34,32.0
145205,O00058193,P07136,3,1140.19,0.0
145206,O00058194,P08078,1,293.83,29.38
145207,O00058194,P07536,3,635.35,0.0
145208,O00058194,P02849,2,191.31,19.13
145209,O00058194,P09752,3,1614.24,484.27
145210,O00058195,P07167,1,127.18,0.0
145211,O00058195,P08473,2,1216.85,121.69
145212,O00058195,P00555,3,589.62,0.0
145213,O00058195,P05645,1,519.46,0.0
145214,O00058196,P02691,1,1893.17,189.32
145215,O00058196,P03748,1,1556.36,0.0
145216,O00058197,P08074,2,1070.2,0.0
145217,O00058197,P05183,1,1483.29,0.0
145218,O00058197,P08985,2,1380.17,138.02
145219,O00058197,P05123,2,207.0,0.0
145220,O00058198,P00120,3,737.92,0.0
145221,O00058199,P01712,2,1340.15,0.0
145222,O00058200,P08999,2,1272.87,0.0
145223,O00058201,P06096,1,1838.88,91.94
145224,O00058201,P08550,2,1083.92,0.0
145225,O00058201,P05249,3,172.63,25.89
145226,O00058201,P00536,1,10.98,0.0
145227,O00058202,P03285,2,779.02,0.0
145228,O00058203,P08914,1,395.19,0.0
145229,O00058203,P00955,2,1475.4,295.08
145230,O00058203,P00410,1,782.99,78.3
145231,O00058204,P07429,3,207.26,0.0
145232,O00058204,P03249,3,1576.28,0.0
145233,O00058204,P02143,1,268.5,13.43
145234,O00058205,P05873,3,860.77,0.0
145235,O00058205,P04078,1,720.56,72.06
145236,O00058205,P01263,3,1576.68,473.0
145237,O00058205,P00873,1,79.43,7.94
145238,O00058206,P04358,2,1305.59,130.56
145239,O00058207,P06758,2,1621.16,0.0
145240,O00058207,P03274,1,1248.66,0.0
145241,O00058207,P07289,3,870.11,130.52
145242,O00058208,P01454,2,1363.77,0.0
145243,O00058208,P03833,2,1401.42,0.0
145244,O00058208,P03801,1,1867.24,93.36
145245,O00058209,P08193,2,1684.95,336.99
145246,O00058209,P08133,2,225.44,0.0
145247,O00058210,P00491,3,916.84,137.53
145248,O00058210,P02234,1,90.43,0.0
145249,O00058211,P03861,3,527.31,0.0
145250,O00058211,P08125,3,1405.25,421.58
145251,O00058212,P06690,2,464.0,46.4
145252,O00058212,P04002,3,304.92,45.74
145253,O00058212,P04045,2,576.36,0.0
145254,O00058212,P00469,2,1032.33,103.23
145255,O00058213,P01538,2,1692.2,0.0
145256,O00058213,P02433,3,332.88,0.0
145257,O00058214,P01900,1,1196.54,0.0
145258,O00058214,P04670,2,415.85,0.0
145259,O00058214,P00748,2,794.01,158.8
145260,O00058215,P02353,3,102.52,0.0
145261,O00058215,P01867,2,1906.43,0.0
145262,O00058216,P04839,1,1685.34,0.0
145263,O00058216,P04345,1,77.7,0.0
145264,O00058216,P03287,1,1621.68,0.0
145265,O00058217,P00135,3,378.37,113.51
145266,O00058217,P01919,2,1086.68,0.0
145267,O00058217,P04257,3,1622.63,243.39
145268,O00058218,P05087,3,474.75,0.0
145269,O00058218,P07243,2,129.66,25.93
145270,O00058219,P03467,3,649.81,97.47
145271,O00058220,P09523,3,392.52,0.0
145272,O00058220,P05674,2,755.28,151.06
145273,O00058220,P07303,2,1031.76,0.0
145274,O00058221,P07393,3,1128.03,0.0
145275,O00058222,P06067,2,1740.25,348.05
145276,O00058222,P01342,3,396.44,0.0
145277,O00058223,P01490,1,116.32,0.0
145278,O00058224,P09961,3,1265.59,379.68
145279,O00058224,P08838,2,658.2,0.0
145280,O00058224,P00431,1,1937.05,193.71
145281,O00058225,P05298,2,1430.13,286.03
145282,O00058225,P04760,2,237.44,23.74
145283,O00058226,P00811,1,614.77,0.0
145284,O00058227,P04354,1,1315.11,0.0
145285,O00058227,P01440,2,1390.28,0.0
145286,O00058227,P03540,3,1270.4,0.0
145287,O00058228,P01559,1,1856.2,0.0
145288,O00058228,P00041,3,49.77,14.93
145289,O00058228,P07489,1,1422.1,0.0
145290,O00058228,P01576,2,858.39,0.0
145291,O00058229,P07582,2,1627.58,0.0
145292,O00058230,P03011,3,1706.29,255.94
145293,O00058230,P02629,3,1225.69,0.0
145294,O00058230,P09074,3,252.05,0.0
145295,O00058231,P03079,2,1790.53,0.0
145296,O00058231,P07568,2,1553.39,0.0
145297,O00058232,P01324,2,325.08,32.51
145298,O00058232,P00405,3,1552.87,465.86
145299,O00058233,P02721,2,688.25,68.83
145300,O00058233,P04036,3,1110.97,0.0
145301,O00058234,P01982,2,734.56,73.46
145302,O00058234,P07196,3,1848.04,554.41
145303,O00058234,P09360,3,1947.43,292.11
145304,O00058235,P05959,1,704.41,35.22
145305,O00058235,P05207,3,271.77,40.77
145306,O00058235,P02156,1,435.04,21.75
145307,O00058235,P02911,3,661.05,198.31
145308,O00058236,P04454,2,233.05,46.61
145309,O00058236,P08049,1,846.07,42.3
145310,O00058237,P04979,1,12.63,0.0
145311,O00058237,P07724,3,1695.2,254.28
145312,O00058237,P04491,3,1774.66,532.4
145313,O00058237,P01980,3,1896.69,569.01
145314,O00058238,P08006,1,796.37,39.82
145315,O00058238,P00631,1,305.37,0.0
145316,O00058238,P06698,3,1480.08,0.0
145317,O00058239,P08257,1,916.9,91.69
145318,O00058239,P07582,1,1627.58,0.0
145319,O00058239,P09592,2,974.62,0.0
145320,O00058240,P06543,2,334.11,0.0
145321,O00058240,P07091,3,262.21,0.0
145322,O00058240,P07143,3,1452.55,0.0
145323,O00058240,P03820,1,238.12,0.0
145324,O00058241,P05819,1,1433.87,0.0
145325,O00058241,P03289,2,1347.54,0.0
145326,O00058241,P09086,1,277.47,13.87
145327,O00058241,P05043,2,1629.97,0.0
145328,O00058242,P04577,2,1978.32,197.83
145329,O00058242,P02582,2,59.94,0.0
145330,O00058243,P00800,3,383.41,115.02
145331,O00058243,P02217,1,914.19,0.0
145332,O00058244,P06254,1,623.57,62.36
145333,O00058244,P01734,3,1761.34,528.4
145334,O00058245,P01683,3,1563.09,468.93
145335,O00058246,P00481,3,1236.44,370.93
145336,O00058247,P05094,2,1245.41,0.0
145337,O00058247,P09139,1,119.4,0.0
145338,O00058248,P03268,1,928.64,0.0
145339,O00058249,P01147,3,1839.78,551.93
145340,O00058249,P04675,2,1430.96,143.1
145341,O00058250,P00889,1,1932.02,0.0
145342,O00058250,P08391,3,701.98,0.0
145343,O00058250,P02260,3,1142.49,0.0
145344,O00058250,P05888,1,1697.27,169.73
145345,O00058251,P04318,2,939.37,0.0
145346,O00058251,P01353,2,833.74,0.0
145347,O00058251,P08265,3,1719.53,0.0
145348,O00058252,P09067,2,106.4,0.0
145349,O00058253,P06990,2,613.62,0.0
145350,O00058253,P00817,2,1801.38,180.14
145351,O00058253,P07249,3,275.76,0.0
145352,O00058253,P03811,1,538.22,26.91
145353,O00058254,P09963,3,1441.41,0.0
145354,O00058255,P04164,3,1828.44,0.0
145355,O00058255,P03782,1,662.67,0.0
145356,O00058255,P02475,3,1788.38,536.51
145357,O00058255,P08556,3,594.86,0.0
145358,O00058256,P03841,2,142.56,14.26
145359,O00058256,P09610,1,632.73,31.64
145360,O00058257,P01338,1,93.67,4.68
145361,O00058257,P09514,3,797.3,0.0
145362,O00058258,P07944,1,1687.27,168.73
145363,O00058258,P04970,1,1360.37,0.0
145364,O00058258,P03029,1,950.47,0.0
145365,O00058259,P08997,3,907.98,272.39
145366,O00058259,P08113,3,742.34,0.0
145367,O00058260,P00827,3,1890.08,567.02
145368,O00058260,P06188,1,1885.62,188.56
145369,O00058261,P06010,3,574.89,172.47
145370,O00058261,P04268,3,729.6,0.0
145371,O00058262,P07055,2,547.76,0.0
145372,O00058263,P01629,2,1690.64,338.13
145373,O00058263,P09207,2,1249.5,0.0
145374,O00058264,P08281,3,702.49,210.75
145375,O00058264,P07938,3,1802.4,0.0
145376,O00058264,P00989,3,1727.36,0.0
145377,O00058265,P03349,2,1921.02,0.0
145378,O00058265,P04277,1,1588.8,0.0
145379,O00058265,P08435,3,808.2,0.0
145380,O00058266,P00690,1,81.55,0.0
145381,O00058266,P00439,1,1785.85,178.59
145382,O00058266,P02712,1,1949.55,194.96
145383,O00058266,P05325,1,84.66,4.23
145384,O00058267,P00693,1,1977.33,197.73
145385,O00058268,P07855,3,681.85,0.0
145386,O00058268,P05975,3,691.98,0.0
145387,O00058268,P09341,2,180.9,18.09
145388,O00058268,P05742,1,1509.27,0.0
145389,O00058269,P02327,2,1809.73,0.0
145390,O00058269,P02945,1,945.84,47.29
145391,O00058269,P03038,1,1717.17,85.86
145392,O00058270,P04270,2,1715.64,171.56
145393,O00058270,P04836,2,879.45,0.0
145394,O00058270,P04392,3,960.33,288.1
145395,O00058271,P05421,2,498.45,0.0
145396,O00058271,P02641,2,1822.29,0.0
145397,O00058272,P06535,2,258.42,0.0
145398,O00058272,P09132,1,50.67,5.07
145399,O00058273,P03713,1,19.48,0.97
145400,O00058273,P03945,1,428.89,42.89
145401,O00058274,P07363,2,202.85,40.57
145402,O00058274,P05647,1,1837.17,91.86
145403,O00058274,P00032,1,1769.73,0.0
145404,O00058274,P00645,3,401.37,60.21
145405,O00058275,P01299,3,1729.82,0.0
145406,O00058275,P04276,1,104.76,10.48
145407,O00058275,P03711,2,137.51,13.75
145408,O00058275,P00654,1,526.63,26.33
145409,O00058276,P03159,1,1800.14,0.0
145410,O00058276,P01579,2,409.28,81.86
145411,O00058277,P00926,1,701.06,0.0
145412,O00058277,P03953,1,1606.51,160.65
145413,O00058278,P01809,3,84.51,12.68
145414,O00058279,P07040,2,397.06,79.41
145415,O00058280,P04576,3,1755.97,0.0
145416,O00058280,P09859,1,712.39,0.0
145417,O00058280,P02961,2,1654.81,330.96
145418,O00058281,P09096,3,865.06,0.0
145419,O00058281,P09734,3,528.9,158.67
145420,O00058281,P08485,3,129.78,38.93
145421,O00058282,P02718,1,784.34,0.0
145422,O00058282,P05410,3,208.64,62.59
145423,O00058283,P01263,2,1576.68,157.67
145424,O00058284,P09891,2,296.57,0.0
145425,O00058284,P04161,1,1117.13,111.71
145426,O00058284,P06512,1,1166.31,58.32
145427,O00058285,P05724,2,60.67,12.13
145428,O00058285,P03626,1,1022.29,51.11
145429,O00058285,P09061,1,1933.25,96.66
145430,O00058285,P02664,3,1796.8,539.04
145431,O00058286,P06364,1,1653.36,0.0
145432,O00058287,P02108,2,20.03,4.01
145433,O00058287,P04097,2,1771.71,354.34
145434,O00058287,P02421,2,525.46,0.0
145435,O00058288,P00472,1,70.0,0.0
145436,O00058288,P00216,1,863.75,86.38
145437,O00058288,P03325,3,34.61,5.19
145438,O00058288,P01223,1,158.86,0.0
145439,O00058289,P07460,1,1341.28,67.06
145440,O00058289,P00144,3,1773.83,0.0
145441,O00058289,P07332,2,771.32,0.0
145442,O00058289,P03533,1,1886.93,0.0
145443,O00058290,P09889,3,793.88,238.16
145444,O00058290,P00698,3,1212.88,181.93
145445,O00058291,P03311,1,1886.12,188.61
145446,O00058291,P02233,1,1414.86,70.74
145447,O00058292,P01684,2,1878.76,0.0
145448,O00058293,P00708,3,980.28,0.0
145449,O00058294,P08297,1,990.18,99.02
145450,O00058294,P06043,2,1120.74,112.07
145451,O00058294,P09521,3,34.96,10.49
145452,O00058294,P01735,1,964.16,48.21
145453,O00058295,P06353,2,1535.31,0.0
145454,O00058295,P09219,2,1505.55,0.0
145455,O00058295,P03749,1,1965.49,196.55
145456,O00058295,P03068,2,654.9,65.49
145457,O00058296,P06327,2,713.59,0.0
145458,O00058296,P03968,2,946.69,0.0
145459,O00058296,P08328,1,899.4,0.0
145460,O00058297,P09444,3,1487.8,0.0
145461,O00058298,P05353,2,425.27,42.53
145462,O00058298,P09662,3,1474.32,0.0
145463,O00058298,P03229,2,1195.11,0.0
145464,O00058298,P08021,2,981.86,98.19
145465,O00058299,P02311,3,810.16,0.0
145466,O00058299,P05488,3,457.98,137.39
145467,O00058300,P07072,3,865.64,259.69
145468,O00058301,P03673,1,51.66,0.0
145469,O00058301,P01124,1,455.19,22.76
145470,O00058301,P02666,2,1887.28,0.0
145471,O00058302,P08450,2,1304.0,130.4
145472,O00058302,P03783,1,1867.39,0.0
145473,O00058302,P03838,2,1327.84,265.57
145474,O00058302,P01457,3,179.72,26.96
145475,O00058303,P00964,3,1420.36,0.0
145476,O00058303,P00074,3,1495.23,0.0
145477,O00058304,P04442,1,789.85,0.0
145478,O00058304,P07193,2,695.58,0.0
145479,O00058304,P07001,3,1871.84,280.78
145480,O00058305,P02199,2,1805.43,0.0
145481,O00058305,P02503,1,1881.44,94.07
145482,O00058305,P04132,1,1731.91,173.19
145483,O00058306,P09102,1,1003.42,0.0
145484,O00058306,P04647,1,1593.76,159.38
145485,O00058307,P04670,2,415.85,0.0
145486,O00058307,P05261,2,829.03,165.81
145487,O00058307,P06595,2,629.43,62.94
145488,O00058308,P03970,1,479.25,0.0
145489,O00058308,P05811,3,1146.25,171.94
145490,O00058308,P04953,2,969.53,193.91
145491,O00058309,P04407,2,1492.34,298.47
145492,O00058310,P00661,1,643.53,0.0
145493,O00058310,P08899,1,675.17,67.52
145494,O00058311,P04924,1,476.3,23.82
145495,O00058311,P08044,2,1786.82,357.36
145496,O00058312,P08237,3,532.25,159.68
145497,O00058312,P03345,2,511.07,51.11
145498,O00058312,P02859,2,1028.45,102.85
145499,O00058312,P00688,3,514.58,154.37
145500,O00058313,P05137,1,784.67,39.23
145501,O00058313,P04081,2,1113.39,0.0
145502,O00058313,P05111,2,1333.71,133.37
145503,O00058313,P07285,2,852.07,170.41
145504,O00058314,P06194,2,559.24,0.0
145505,O00058314,P02357,1,1892.49,0.0
145506,O00058314,P07563,3,965.56,0.0
145507,O00058314,P05668,1,1807.86,0.0
145508,O00058315,P06632,2,300.4,0.0
145509,O00058316,P01492,1,1148.66,0.0
145510,O00058317,P09799,1,305.87,0.0
145511,O00058317,P08995,1,282.15,14.11
145512,O00058317,P03952,1,787.28,78.73
145513,O00058317,P09723,1,1064.07,53.2
145514,O00058318,P06252,3,1379.24,206.89
145515,O00058318,P03174,2,246.03,0.0
145516,O00058319,P04640,2,566.98,56.7
145517,O00058319,P07322,3,1371.81,0.0
145518,O00058320,P04900,2,699.79,0.0
145519,O00058321,P06292,3,366.15,0.0
145520,O00058322,P03026,3,335.49,50.32
145521,O00058322,P05010,1,613.56,0.0
145522,O00058323,P04523,1,1586.48,0.0
145523,O00058323,P04985,3,364.1,0.0
145524,O00058324,P02525,2,1845.09,184.51
145525,O00058324,P03807,2,992.5,0.0
145526,O00058324,P02729,2,414.04,41.4
145527,O00058325,P09302,3,735.89,110.38
145528,O00058325,P02112,2,395.79,39.58
145529,O00058325,P07801,1,597.6,59.76
145530,O00058325,P02003,3,1846.9,554.07
145531,O00058326,P02016,1,1033.67,0.0
145532,O00058326,P02675,2,251.42,25.14
145533,O00058326,P08720,1,1343.59,67.18
145534,O00058326,P01673,3,280.9,0.0
145535,O00058327,P06653,2,106.45,0.0
145536,O00058328,P06766,2,828.49,165.7
145537,O00058328,P00756,2,595.63,0.0
145538,O00058329,P01607,1,1243.54,124.35
145539,O00058329,P02452,3,213.34,32.0
145540,O00058329,P01289,1,1630.92,81.55
145541,O00058329,P01676,2,545.87,54.59
145542,O00058330,P01842,2,789.91,157.98
145543,O00058330,P09261,1,1381.61,0.0
145544,O00058331,P00753,2,15.21,3.04
145545,O00058331,P03541,1,153.23,0.0
145546,O00058331,P02863,3,327.33,0.0
145547,O00058332,P05045,3,1121.87,336.56
145548,O00058333,P02473,1,508.3,50.83
145549,O00058334,P02879,2,1242.91,0.0
145550,O00058334,P05448,3,1126.53,0.0
145551,O00058335,P00142,1,920.79,0.0
145552,O00058335,P05303,2,1644.96,164.5
145553,O00058336,P04575,3,1887.25,566.18
145554,O00058336,P08741,3,705.46,211.64
145555,O00058336,P02514,1,1154.08,57.7
145556,O00058337,P00470,1,583.3,0.0
145557,O00058337,P00954,2,1655.22,165.52
145558,O00058337,P03724,2,1142.75,0.0
145559,O00058337,P04354,1,1315.11,65.76
145560,O00058338,P02129,2,169.63,0.0
145561,O00058339,P03973,3,846.87,254.06
145562,O00058340,P05047,3,1447.1,0.0
145563,O00058340,P03981,2,1682.57,0.0
145564,O00058340,P02950,2,1886.01,377.2
145565,O00058341,P09966,2,481.56,0.0
145566,O00058341,P06719,2,180.94,0.0
145567,O00058342,P05305,3,1977.56,593.27
145568,O00058342,P01480,1,1049.46,0.0
145569,O00058343,P06110,2,1305.07,0.0
145570,O00058343,P06880,3,500.68,0.0
145571,O00058343,P02477,1,844.94,42.25
145572,O00058343,P07918,1,1512.83,0.0
145573,O00058344,P00635,2,1941.56,0.0
145574,O00058344,P05353,2,425.27,0.0
145575,O00058345,P06636,2,167.66,16.77
145576,O00058345,P06800,2,1357.17,271.43
145577,O00058345,P07814,2,1681.89,336.38
145578,O00058345,P08225,3,1449.6,217.44
145579,O00058346,P00756,1,595.63,59.56
145580,O00058346,P02872,1,1716.11,85.81
145581,O00058346,P06722,2,421.18,42.12
145582,O00058346,P07344,3,1002.79,300.84
145583,O00058347,P04113,1,1449.16,72.46
145584,O00058347,P04112,2,843.3,0.0
145585,O00058347,P05743,1,153.72,0.0
145586,O00058348,P00125,3,32.47,0.0
145587,O00058348,P08962,3,1630.72,244.61
145588,O00058348,P04749,2,1455.73,0.0
145589,O00058349,P06381,3,1480.67,444.2
145590,O00058349,P04042,3,1688.41,0.0
145591,O00058349,P02988,1,277.21,13.86
145592,O00058350,P00176,2,223.56,22.36
145593,O00058350,P08378,1,916.31,91.63
145594,O00058350,P05643,2,429.88,0.0
145595,O00058351,P02002,3,552.76,165.83
145596,O00058352,P00507,3,1691.49,0.0
145597,O00058353,P08777,3,1517.34,0.0
145598,O00058353,P08132,1,1845.77,0.0
145599,O00058353,P06096,3,1838.88,0.0
145600,O00058354,P03326,3,866.26,0.0
145601,O00058354,P09289,1,1922.39,192.24
145602,O00058354,P02480,2,422.34,84.47
145603,O00058355,P01348,3,184.49,0.0
145604,O00058355,P00673,2,1133.78,0.0
145605,O00058355,P00597,3,1687.14,0.0
145606,O00058356,P06777,1,508.41,0.0
145607,O00058357,P04967,3,1253.71,0.0
145608,O00058357,P06037,1,124.51,6.23
145609,O00058357,P00511,3,768.73,0.0
145610,O00058358,P07593,3,276.9,0.0
145611,O00058359,P08380,1,43.03,4.3
145612,O00058359,P07430,1,796.67,79.67
145613,O00058359,P00049,1,93.71,4.69
145614,O00058359,P00583,1,1925.63,0.0
145615,O00058360,P06648,2,270.41,0.0
145616,O00058360,P02034,2,674.16,0.0
145617,O00058361,P06056,1,780.64,0.0
145618,O00058361,P02572,3,1977.1,0.0
145619,O00058362,P09442,2,1230.7,123.07
145620,O00058362,P03797,3,1826.14,273.92
145621,O00058363,P03642,1,204.01,10.2
145622,O00058363,P03664,2,105.08,10.51
145623,O00058363,P05460,3,1081.58,162.24
145624,O00058364,P03164,2,1566.88,313.38
145625,O00058365,P02924,2,1649.11,0.0
145626,O00058365,P05203,1,943.89,94.39
145627,O00058365,P06167,1,769.0,38.45
145628,O00058366,P03958,2,1969.71,0.0
145629,O00058366,P08723,3,1611.93,0.0
145630,O00058367,P09672,2,469.26,46.93
