OrderID,CampaignID,AttributionModel,ConversionDays,CampaignChannel
O00035740,M0798,Time Decay,27,Affiliate
O00035743,M0114,Last Click,27,Affiliate
O00035744,M0009,First Click,19,Social
O00035745,M0641,First Click,1,Search
O00035746,M0294,Last Click,12,Search
O00035747,M0425,Last Click,5,Affiliate
O00035749,M0276,First Click,25,Social
O00035752,M0180,Time Decay,16,Social
O00035754,M0511,Last Click,0,Social
O00035755,M0949,First Click,11,Social
O00035756,M0134,First Click,3,Affiliate
O00035758,M0268,Linear,18,Social
O00035759,M0809,Time Decay,22,Email
O00035760,M0408,Linear,6,Email
O00035761,M0044,First Click,26,Email
O00035762,M0172,First Click,11,Social
O00035766,M0195,Last Click,21,Email
O00035767,M0404,Last Click,16,Social
O00035770,M0741,Linear,5,Social
O00035772,M0463,First Click,25,Affiliate
O00035773,M0324,Linear,13,Search
O00035775,M0796,First Click,27,Email
O00035776,M0228,Linear,18,Search
O00035778,M0923,Linear,20,Affiliate
O00035779,M0889,Linear,28,Social
O00035780,M0991,Last Click,23,Email
O00035782,M0426,Linear,29,Affiliate
O00035783,M0490,Time Decay,7,Search
O00035784,M0256,Time Decay,5,Affiliate
O00035785,M0947,Last Click,28,Email
O00035786,M0017,Last Click,20,Affiliate
O00035787,M0325,First Click,14,Social
O00035788,M0671,First Click,30,Affiliate
O00035790,M0411,Linear,22,Social
O00035792,M0772,Linear,3,Affiliate
O00035793,M0287,Time Decay,0,Social
O00035795,M0066,Time Decay,15,Email
O00035799,M0901,Linear,25,Social
O00035800,M0412,Last Click,15,Social
O00035801,M0831,First Click,15,Social
O00035802,M0278,Time Decay,5,Search
O00035803,M0479,Time Decay,21,Search
O00035804,M0407,Time Decay,23,Social
O00035805,M0631,Time Decay,16,Search
O00035808,M0511,Last Click,27,Social
O00035809,M0284,Last Click,23,Social
O00035810,M0670,First Click,11,Search
O00035812,M0170,First Click,13,Search
O00035813,M0978,Linear,7,Search
O00035814,M0904,Time Decay,3,Email
O00035815,M0351,First Click,30,Search
O00035816,M0834,First Click,18,Email
O00035817,M0567,Last Click,4,Search
O00035818,M0092,Linear,18,Social
O00035819,M0983,First Click,6,Email
O00035825,M0166,Last Click,30,Affiliate
O00035826,M0958,Last Click,17,Affiliate
O00035828,M0899,Time Decay,30,Email
O00035830,M0347,First Click,5,Affiliate
O00035831,M0388,Last Click,1,Search
O00035833,M0545,Time Decay,0,Social
O00035835,M0340,Linear,1,Email
O00035836,M0070,Last Click,7,Social
O00035837,M0121,Last Click,3,Social
O00035839,M0120,Last Click,7,Email
O00035840,M0733,Time Decay,0,Affiliate
O00035841,M0965,Time Decay,8,Search
O00035842,M0260,Time Decay,27,Affiliate
O00035843,M0749,First Click,12,Affiliate
O00035844,M0016,Last Click,14,Affiliate
O00035845,M0823,Last Click,29,Affiliate
O00035846,M0299,First Click,22,Social
O00035847,M0395,Linear,25,Search
O00035849,M0099,Last Click,20,Affiliate
O00035850,M0614,Last Click,5,Affiliate
O00035851,M0348,First Click,14,Affiliate
O00035852,M0402,Last Click,8,Social
O00035853,M0793,Time Decay,0,Affiliate
O00035854,M0029,Last Click,28,Affiliate
O00035855,M0206,Linear,18,Affiliate
O00035856,M0315,Linear,19,Social
O00035857,M0551,First Click,1,Search
O00035858,M0368,First Click,30,Social
O00035859,M0293,Last Click,25,Email
O00035860,M0825,Time Decay,16,Search
O00035862,M0763,Last Click,3,Affiliate
O00035863,M0987,Linear,7,Search
O00035864,M0506,Last Click,28,Search
O00035865,M0692,Time Decay,15,Social
O00035866,M0087,Linear,28,Affiliate
O00035867,M0760,Last Click,1,Affiliate
O00035868,M0616,First Click,30,Email
O00035869,M0422,Linear,24,Email
O00035870,M0600,Linear,21,Social
O00035873,M0262,First Click,29,Search
O00035875,M0629,Linear,19,Social
O00035876,M0004,First Click,12,Affiliate
O00035878,M0485,Linear,18,Email
O00035879,M0835,Linear,27,Search
O00035880,M0984,Last Click,16,Search
O00035881,M0031,Time Decay,10,Social
O00035882,M0067,Linear,8,Social
O00035888,M0146,Last Click,2,Social
O00035890,M0765,First Click,30,Social
O00035891,M0256,First Click,9,Affiliate
O00035892,M0326,First Click,29,Email
O00035893,M0609,Last Click,2,Email
O00035896,M0112,Last Click,13,Search
O00035897,M0385,First Click,30,Affiliate
O00035898,M0146,Last Click,28,Social
O00035899,M0407,Last Click,8,Social
O00035900,M0194,Time Decay,10,Email
O00035901,M0124,Last Click,2,Social
O00035904,M0504,Linear,14,Email
O00035907,M0868,Last Click,4,Email
O00035910,M0429,Last Click,21,Email
O00035911,M0670,Linear,24,Search
O00035913,M0548,First Click,23,Search
O00035914,M0956,First Click,8,Social
O00035915,M0796,Last Click,1,Email
O00035916,M0381,Linear,2,Search
O00035917,M0393,Linear,4,Affiliate
O00035919,M0752,Time Decay,15,Social
O00035920,M0362,First Click,13,Email
O00035921,M0093,First Click,22,Email
O00035922,M0068,Last Click,6,Email
O00035923,M0004,Time Decay,26,Affiliate
O00035924,M0254,First Click,20,Email
O00035925,M0311,Last Click,28,Affiliate
O00035927,M0282,Last Click,22,Affiliate
O00035928,M0543,Last Click,13,Social
O00035932,M0738,First Click,19,Email
O00035933,M0767,Last Click,21,Social
O00035936,M0452,Linear,18,Affiliate
O00035938,M0429,Linear,12,Email
O00035939,M0148,Time Decay,20,Search
O00035940,M0057,First Click,1,Search
O00035941,M0793,Linear,23,Affiliate
O00035942,M0744,First Click,1,Email
O00035943,M0568,Time Decay,0,Social
O00035944,M0194,Time Decay,8,Email
O00035945,M0453,First Click,28,Search
O00035947,M0700,Time Decay,2,Email
O00035949,M0725,Last Click,6,Affiliate
O00035950,M0160,First Click,21,Email
O00035951,M0655,Linear,25,Social
O00035952,M0087,Time Decay,14,Affiliate
O00035953,M0377,Last Click,25,Search
O00035955,M0299,First Click,14,Social
O00035956,M0650,Time Decay,14,Affiliate
O00035957,M0431,Linear,21,Search
O00035958,M0928,First Click,20,Search
O00035959,M0306,Linear,22,Affiliate
O00035962,M0359,Linear,14,Affiliate
O00035964,M0959,Time Decay,0,Affiliate
O00035966,M0281,Last Click,10,Email
O00035967,M0027,Linear,8,Social
O00035969,M0231,Time Decay,3,Search
O00035970,M0678,First Click,17,Affiliate
O00035972,M0409,First Click,22,Social
O00035973,M0096,Last Click,19,Affiliate
O00035974,M0102,Time Decay,4,Search
O00035976,M0843,Linear,27,Social
O00035977,M0829,Linear,23,Email
O00035978,M0432,Last Click,7,Email
O00035980,M0824,Time Decay,29,Social
O00035981,M0768,Time Decay,6,Email
O00035982,M0532,Time Decay,1,Search
O00035983,M0967,First Click,27,Search
O00035985,M0541,Linear,17,Social
O00035986,M0468,First Click,9,Email
O00035987,M0904,First Click,23,Email
O00035988,M0442,Last Click,19,Social
O00035989,M0573,Last Click,19,Email
O00035990,M0766,Last Click,14,Email
O00035991,M0214,Last Click,22,Search
O00035992,M0130,Last Click,11,Social
O00035995,M0712,Linear,1,Affiliate
O00035996,M0313,Time Decay,4,Affiliate
O00035998,M0035,Last Click,14,Affiliate
O00036000,M0278,Time Decay,7,Search
O00036001,M0445,Last Click,12,Social
O00036002,M0598,Linear,18,Affiliate
O00036003,M0390,Time Decay,11,Search
O00036006,M0938,Time Decay,28,Affiliate
O00036007,M0238,Linear,12,Email
O00036008,M0820,Linear,30,Search
O00036009,M0002,Linear,6,Email
O00036010,M0525,Time Decay,21,Affiliate
O00036011,M0871,Last Click,23,Social
O00036012,M0188,Last Click,27,Search
O00036013,M0543,Time Decay,13,Social
O00036014,M0811,Linear,21,Affiliate
O00036015,M0534,Time Decay,23,Affiliate
O00036016,M0424,First Click,25,Search
O00036017,M0549,Last Click,6,Social
O00036019,M0410,First Click,0,Search
O00036020,M0229,Last Click,30,Social
O00036022,M0777,Last Click,19,Email
O00036023,M0153,Time Decay,23,Search
O00036025,M0963,Time Decay,18,Affiliate
O00036026,M0657,Linear,16,Search
O00036027,M0681,Last Click,27,Search
O00036028,M0795,Last Click,27,Search
O00036029,M0202,Last Click,28,Affiliate
O00036030,M0964,Linear,10,Affiliate
O00036032,M0512,Time Decay,28,Affiliate
O00036033,M0827,First Click,7,Search
O00036034,M0625,Time Decay,0,Social
O00036036,M0181,First Click,10,Search
O00036037,M0166,First Click,5,Affiliate
O00036038,M0947,Last Click,6,Email
O00036039,M0979,First Click,4,Email
O00036040,M0060,Time Decay,10,Affiliate
O00036042,M0853,Time Decay,27,Email
O00036045,M0549,First Click,12,Social
O00036046,M0306,Time Decay,29,Affiliate
O00036047,M0720,Time Decay,29,Social
O00036048,M0005,Time Decay,23,Email
O00036049,M0994,Linear,9,Email
O00036050,M0150,Time Decay,2,Social
O00036052,M0715,Last Click,13,Search
O00036053,M0859,Linear,18,Social
O00036054,M0625,First Click,27,Social
O00036056,M0952,Linear,22,Search
O00036057,M0598,Linear,26,Affiliate
O00036058,M0446,Last Click,10,Affiliate
O00036059,M0450,Time Decay,11,Search
O00036061,M0164,Linear,18,Search
O00036062,M0567,Linear,19,Search
O00036063,M0391,Last Click,24,Affiliate
O00036064,M0833,Linear,3,Search
O00036066,M0599,Time Decay,26,Search
O00036067,M0960,Time Decay,18,Affiliate
O00036068,M0624,Linear,28,Email
O00036069,M0306,Linear,14,Affiliate
O00036070,M0106,Time Decay,6,Search
O00036071,M0988,Time Decay,26,Social
O00036072,M0825,Time Decay,30,Search
O00036073,M0083,Last Click,20,Search
O00036074,M0480,Time Decay,22,Email
O00036075,M0462,Linear,15,Search
O00036077,M0365,First Click,24,Affiliate
O00036079,M0290,Linear,19,Affiliate
O00036081,M0796,Linear,3,Email
O00036082,M0464,Time Decay,13,Affiliate
O00036083,M0237,Last Click,1,Email
O00036085,M0605,Time Decay,8,Social
O00036087,M0241,Last Click,29,Search
O00036088,M0821,Last Click,18,Search
O00036090,M0004,Last Click,26,Affiliate
O00036091,M0542,Time Decay,17,Email
O00036092,M0646,Linear,11,Search
O00036093,M0188,Time Decay,3,Search
O00036094,M0319,First Click,24,Email
O00036096,M0669,First Click,17,Social
O00036098,M0013,First Click,14,Search
O00036099,M0743,Linear,28,Social
O00036101,M0339,Time Decay,25,Search
O00036103,M0628,Time Decay,1,Social
O00036104,M0887,Linear,18,Affiliate
O00036105,M0659,Time Decay,21,Email
O00036106,M0958,First Click,30,Affiliate
O00036107,M0895,First Click,15,Email
O00036108,M0905,Linear,20,Affiliate
O00036109,M0922,Linear,28,Affiliate
O00036110,M0641,First Click,23,Search
O00036111,M0159,Last Click,0,Search
O00036114,M0587,Linear,21,Search
O00036115,M0774,Linear,19,Affiliate
O00036116,M0598,Last Click,26,Affiliate
O00036118,M0345,Linear,8,Social
O00036119,M0496,First Click,5,Email
O00036120,M0976,Time Decay,0,Social
O00036121,M0707,Linear,6,Email
O00036123,M0246,Time Decay,18,Search
O00036124,M0883,First Click,5,Social
O00036127,M0768,Linear,18,Email
O00036129,M0343,Time Decay,20,Search
O00036130,M0136,Linear,26,Affiliate
O00036131,M0557,Last Click,17,Social
O00036132,M0230,Time Decay,8,Email
O00036133,M0388,Last Click,29,Search
O00036134,M0017,Linear,2,Affiliate
O00036135,M0925,Linear,28,Search
O00036136,M0558,First Click,9,Search
O00036137,M0865,First Click,1,Search
O00036139,M0869,Linear,26,Affiliate
O00036140,M0975,Linear,6,Affiliate
O00036141,M0685,Linear,7,Social
O00036142,M0633,Time Decay,27,Affiliate
O00036143,M0057,Linear,15,Search
O00036145,M0375,Linear,21,Search
O00036146,M0314,Time Decay,3,Email
O00036147,M0897,Last Click,13,Affiliate
O00036148,M0158,Time Decay,22,Social
O00036149,M0764,Last Click,7,Email
O00036150,M0900,Last Click,28,Search
O00036151,M0624,Time Decay,16,Email
O00036152,M0636,Time Decay,22,Email
O00036153,M0901,Linear,9,Social
O00036156,M0116,First Click,28,Email
O00036157,M0238,Last Click,15,Email
O00036158,M0834,Last Click,27,Email
O00036159,M0518,First Click,4,Search
O00036160,M0398,First Click,30,Social
O00036162,M0990,First Click,12,Search
O00036164,M0995,Last Click,0,Affiliate
O00036165,M0134,Last Click,19,Affiliate
O00036166,M0448,Linear,29,Search
O00036167,M0094,Time Decay,8,Search
O00036168,M0520,Last Click,6,Email
O00036169,M0203,Time Decay,14,Affiliate
O00036170,M0227,Time Decay,28,Email
O00036171,M0622,Time Decay,21,Email
O00036172,M0171,Linear,1,Search
O00036174,M0467,Linear,13,Affiliate
O00036176,M0398,Last Click,19,Social
O00036177,M0323,Linear,22,Social
O00036178,M0773,Last Click,24,Email
O00036180,M0176,First Click,25,Email
O00036181,M0246,Linear,6,Search
O00036182,M0516,First Click,30,Search
O00036183,M0104,First Click,20,Social
O00036185,M0171,Linear,28,Search
O00036186,M0169,Time Decay,10,Affiliate
O00036187,M0104,Last Click,30,Social
O00036188,M0963,Time Decay,5,Affiliate
O00036190,M0533,Linear,16,Social
O00036191,M0312,Time Decay,25,Search
O00036193,M0845,First Click,1,Search
O00036196,M0574,First Click,10,Search
O00036197,M0294,Time Decay,27,Search
O00036199,M0738,First Click,5,Email
O00036200,M0356,Linear,22,Social
O00036201,M0429,Linear,11,Email
O00036203,M0639,Time Decay,28,Email
O00036204,M0491,Linear,13,Affiliate
O00036208,M0284,Last Click,25,Social
O00036209,M0274,Last Click,13,Affiliate
O00036210,M0843,Linear,10,Social
O00036211,M0931,First Click,24,Social
O00036212,M0414,Last Click,27,Affiliate
O00036213,M0087,First Click,30,Affiliate
O00036214,M0545,Time Decay,8,Social
O00036215,M0290,Last Click,14,Affiliate
O00036218,M0118,Last Click,15,Search
O00036219,M0780,Time Decay,15,Social
O00036220,M0684,First Click,19,Search
O00036221,M0746,First Click,5,Affiliate
O00036222,M0916,Last Click,20,Email
O00036224,M0378,Last Click,27,Social
O00036227,M0232,Linear,28,Social
O00036228,M0089,Last Click,18,Social
O00036229,M0406,First Click,10,Search
O00036230,M0501,Last Click,14,Social
O00036231,M0779,Last Click,16,Search
O00036232,M0684,Time Decay,9,Search
O00036233,M0174,Time Decay,22,Email
O00036234,M0861,First Click,0,Email
O00036235,M0737,Last Click,28,Email
O00036236,M0253,Last Click,26,Affiliate
O00036237,M0493,Time Decay,1,Search
O00036239,M0447,Linear,24,Social
O00036240,M0322,Time Decay,20,Social
O00036243,M0693,Time Decay,30,Affiliate
O00036245,M0827,Last Click,23,Search
O00036246,M0718,First Click,21,Search
O00036247,M0716,First Click,19,Email
O00036248,M0860,First Click,5,Search
O00036249,M0891,First Click,18,Affiliate
O00036250,M0679,Time Decay,24,Social
O00036251,M0499,Last Click,26,Search
O00036253,M0541,Last Click,29,Social
O00036255,M0109,Linear,26,Social
O00036256,M0298,Time Decay,6,Social
O00036257,M0734,Linear,13,Affiliate
O00036258,M0517,Last Click,25,Affiliate
O00036259,M0929,Time Decay,24,Social
O00036260,M0429,First Click,19,Email
O00036261,M0154,Linear,11,Email
O00036262,M0882,Linear,15,Social
O00036263,M0847,Time Decay,20,Search
O00036264,M0780,Last Click,11,Social
O00036265,M0076,Linear,23,Affiliate
O00036266,M0085,First Click,4,Social
O00036268,M0080,Last Click,18,Search
O00036271,M0059,Linear,10,Social
O00036274,M0911,Time Decay,0,Affiliate
O00036275,M0074,Time Decay,24,Affiliate
O00036278,M0390,Last Click,6,Search
O00036279,M0039,Time Decay,14,Affiliate
O00036280,M0014,Time Decay,23,Social
O00036281,M0081,First Click,16,Email
O00036282,M0535,Last Click,29,Affiliate
O00036283,M0192,First Click,25,Search
O00036286,M0470,First Click,26,Affiliate
O00036289,M0084,Last Click,4,Email
O00036290,M0288,Time Decay,12,Social
O00036291,M0380,Linear,16,Social
O00036292,M0423,Time Decay,4,Social
O00036293,M0444,Last Click,17,Email
O00036294,M0198,Time Decay,9,Email
O00036295,M0172,First Click,17,Social
O00036296,M0218,Linear,21,Affiliate
O00036297,M0175,Last Click,29,Search
O00036298,M0172,Linear,20,Social
O00036299,M0366,Linear,11,Affiliate
O00036300,M0689,Linear,5,Search
O00036301,M0737,Linear,5,Email
O00036302,M0477,Time Decay,27,Affiliate
O00036303,M0302,Last Click,1,Affiliate
O00036305,M0660,Time Decay,23,Social
O00036306,M0227,Linear,5,Email
O00036307,M0847,First Click,25,Search
O00036308,M0553,First Click,4,Social
O00036309,M0082,Time Decay,22,Search
O00036311,M0124,First Click,12,Social
O00036312,M0066,Linear,13,Email
O00036313,M0315,Linear,11,Social
O00036314,M0794,Time Decay,30,Email
O00036315,M0459,Linear,12,Affiliate
O00036316,M0117,Time Decay,6,Social
O00036317,M0340,Time Decay,25,Email
O00036319,M0037,Time Decay,21,Search
O00036320,M0015,Linear,14,Affiliate
O00036322,M0993,Linear,18,Affiliate
O00036323,M0629,Last Click,1,Social
O00036324,M0599,Linear,28,Search
O00036325,M0108,Time Decay,12,Email
O00036326,M0542,Last Click,5,Email
O00036327,M0204,Time Decay,0,Search
O00036328,M0957,First Click,28,Social
O00036329,M0444,Time Decay,22,Email
O00036330,M0731,Time Decay,6,Email
O00036331,M0251,First Click,6,Search
O00036332,M0074,Time Decay,3,Affiliate
O00036333,M0681,Last Click,25,Search
O00036335,M0825,Time Decay,2,Search
O00036336,M0935,Last Click,6,Affiliate
O00036339,M0571,Last Click,2,Search
O00036340,M0009,First Click,25,Social
O00036341,M0257,Time Decay,12,Social
O00036343,M0014,Linear,5,Social
O00036344,M0034,Time Decay,1,Search
O00036345,M0876,Last Click,19,Affiliate
O00036346,M0667,First Click,21,Email
O00036347,M0881,Last Click,12,Social
O00036348,M0599,Linear,20,Search
O00036349,M0804,Time Decay,27,Affiliate
O00036350,M0209,First Click,8,Affiliate
O00036351,M0672,First Click,4,Social
O00036352,M0323,Last Click,14,Social
O00036354,M0568,Linear,21,Social
O00036355,M0354,Linear,3,Email
O00036356,M0402,Last Click,24,Social
O00036357,M0161,Linear,14,Email
O00036358,M0910,Linear,21,Search
O00036359,M0491,Last Click,25,Affiliate
O00036360,M0781,Time Decay,9,Social
O00036361,M0234,First Click,23,Search
O00036362,M0005,Time Decay,19,Email
O00036363,M0494,Last Click,16,Email
O00036366,M0814,Linear,12,Social
O00036368,M0975,Linear,11,Affiliate
O00036369,M0681,Time Decay,10,Search
O00036370,M0048,Linear,10,Email
O00036371,M0163,Linear,18,Social
O00036373,M0595,First Click,10,Search
O00036374,M0019,Last Click,27,Search
O00036375,M0668,Last Click,13,Social
O00036376,M0823,First Click,3,Affiliate
O00036377,M0624,First Click,19,Email
O00036378,M0222,Linear,1,Affiliate
O00036379,M0456,Last Click,6,Social
O00036381,M1000,Time Decay,23,Social
O00036382,M0503,Time Decay,14,Affiliate
O00036383,M0665,Last Click,10,Affiliate
O00036384,M0514,Linear,25,Social
O00036386,M0777,Time Decay,5,Email
O00036387,M0350,Time Decay,29,Social
O00036389,M0402,Time Decay,29,Social
O00036391,M0112,First Click,19,Search
O00036392,M0269,Last Click,3,Search
O00036397,M0693,Time Decay,19,Affiliate
O00036398,M0438,Linear,1,Search
O00036399,M0138,First Click,15,Social
O00036400,M0133,Linear,19,Email
O00036401,M0535,Time Decay,11,Affiliate
O00036402,M0439,First Click,21,Search
O00036403,M0026,Linear,16,Search
O00036405,M0519,Linear,25,Social
O00036406,M0331,Last Click,29,Search
O00036407,M0540,Last Click,13,Search
O00036410,M0507,First Click,6,Social
O00036411,M0231,Linear,14,Search
O00036414,M0511,First Click,23,Social
O00036417,M0633,Linear,16,Affiliate
O00036418,M0902,First Click,21,Search
O00036419,M0283,Last Click,26,Email
O00036420,M0424,Linear,27,Search
O00036421,M0187,Time Decay,2,Email
O00036423,M0155,Linear,13,Email
O00036424,M0522,Last Click,16,Affiliate
O00036426,M0552,Time Decay,11,Social
O00036427,M0407,Time Decay,30,Social
O00036428,M0977,Linear,9,Email
O00036429,M0058,First Click,4,Social
O00036432,M0783,Time Decay,26,Affiliate
O00036433,M0462,First Click,4,Search
O00036434,M0571,First Click,2,Search
O00036436,M0892,Last Click,13,Search
O00036437,M0232,Linear,1,Social
O00036438,M0022,First Click,28,Social
O00036439,M0339,Last Click,28,Search
O00036440,M0359,Time Decay,13,Affiliate
O00036443,M0045,Linear,19,Search
O00036444,M0548,First Click,5,Search
O00036445,M0353,Time Decay,7,Search
O00036446,M0391,Linear,25,Affiliate
O00036447,M0539,Time Decay,3,Affiliate
O00036448,M0399,Last Click,14,Affiliate
O00036450,M0973,Linear,26,Affiliate
O00036451,M0689,First Click,1,Search
O00036452,M0889,Linear,21,Social
O00036453,M0002,First Click,0,Email
O00036454,M0923,Last Click,29,Affiliate
O00036456,M0694,Last Click,3,Email
O00036458,M0654,Linear,25,Social
O00036459,M0385,First Click,8,Affiliate
O00036460,M0374,Linear,2,Social
O00036463,M0438,Linear,27,Search
O00036464,M0530,Time Decay,12,Email
O00036465,M0847,Last Click,14,Search
O00036466,M0145,Time Decay,10,Social
O00036467,M0580,Time Decay,3,Social
O00036470,M0583,Last Click,25,Social
O00036471,M0258,Linear,20,Email
O00036472,M0950,Last Click,9,Social
O00036474,M0877,Time Decay,4,Affiliate
O00036476,M0759,Last Click,19,Affiliate
O00036480,M0224,First Click,16,Social
O00036481,M0693,Time Decay,6,Affiliate
O00036482,M0400,Last Click,14,Social
O00036483,M0111,Linear,19,Email
O00036484,M0422,Linear,13,Email
O00036485,M0504,Time Decay,11,Email
O00036486,M0781,Time Decay,21,Social
O00036487,M0146,First Click,5,Social
O00036488,M0255,Time Decay,14,Email
O00036490,M0907,Time Decay,4,Email
O00036491,M0964,Time Decay,21,Affiliate
O00036492,M0253,Time Decay,5,Affiliate
O00036494,M0815,Linear,2,Social
O00036497,M0288,Last Click,10,Social
O00036498,M0310,First Click,14,Search
O00036499,M0345,Linear,1,Social
O00036500,M0990,Linear,5,Search
O00036501,M0033,First Click,2,Search
O00036502,M0066,First Click,7,Email
O00036503,M0088,Time Decay,4,Affiliate
O00036504,M0796,First Click,16,Email
O00036505,M0710,Linear,8,Email
O00036507,M0077,Last Click,29,Affiliate
O00036508,M0577,First Click,4,Email
O00036510,M0191,First Click,24,Email
O00036511,M0104,Last Click,29,Social
O00036512,M0402,Time Decay,4,Social
O00036513,M0628,First Click,9,Social
O00036515,M0136,Linear,8,Affiliate
O00036517,M0339,Linear,3,Search
O00036518,M0710,Time Decay,27,Email
O00036519,M0564,Time Decay,1,Affiliate
O00036520,M0062,Linear,25,Social
O00036522,M0846,Linear,14,Affiliate
O00036527,M0904,Linear,9,Email
O00036528,M0355,Last Click,30,Email
O00036529,M0682,First Click,25,Affiliate
O00036530,M0755,First Click,28,Social
O00036531,M0659,First Click,29,Email
O00036532,M0191,First Click,24,Email
O00036534,M0628,Last Click,2,Social
O00036535,M0292,Last Click,30,Email
O00036537,M0012,Time Decay,20,Social
O00036538,M0301,Time Decay,1,Affiliate
O00036539,M0928,Last Click,14,Search
O00036540,M0047,First Click,20,Social
O00036541,M0577,Last Click,7,Email
O00036542,M0664,Linear,15,Email
O00036543,M0498,Last Click,9,Email
O00036544,M0939,First Click,15,Email
O00036545,M0254,First Click,0,Email
O00036546,M0674,Last Click,26,Search
O00036548,M0846,First Click,25,Affiliate
O00036554,M0762,First Click,2,Email
O00036555,M0796,Time Decay,20,Email
O00036557,M0042,Last Click,30,Email
O00036558,M0113,Linear,14,Social
O00036559,M0235,Time Decay,0,Social
O00036561,M0590,Time Decay,27,Search
O00036563,M0584,Linear,18,Social
O00036564,M0848,Last Click,25,Email
O00036565,M0413,Last Click,4,Social
O00036566,M0247,Last Click,28,Social
O00036567,M0764,Linear,1,Email
O00036569,M0285,Linear,7,Email
O00036570,M0982,Last Click,13,Social
O00036573,M0439,Time Decay,11,Search
O00036574,M0503,First Click,3,Affiliate
O00036577,M0002,Time Decay,9,Email
O00036579,M0055,First Click,7,Email
O00036580,M0968,Last Click,5,Email
O00036581,M0563,Time Decay,24,Email
O00036582,M0764,Time Decay,28,Email
O00036583,M0649,Time Decay,5,Search
O00036584,M0215,First Click,13,Email
O00036586,M0710,First Click,21,Email
O00036587,M0856,Linear,16,Affiliate
O00036588,M0978,Time Decay,15,Search
O00036590,M0956,Last Click,0,Social
O00036593,M0067,First Click,30,Social
O00036594,M0636,First Click,0,Email
O00036596,M0574,Time Decay,5,Search
O00036597,M0550,Time Decay,6,Email
O00036598,M0616,Linear,13,Email
O00036600,M0859,Linear,18,Social
O00036601,M0342,Last Click,28,Email
O00036602,M0112,Last Click,11,Search
O00036603,M0456,First Click,25,Social
O00036604,M0513,Last Click,0,Affiliate
O00036606,M0161,Time Decay,13,Email
O00036607,M0294,Linear,30,Search
O00036608,M0517,First Click,29,Affiliate
O00036609,M0938,First Click,15,Affiliate
O00036610,M0594,Time Decay,24,Email
O00036611,M0363,First Click,2,Social
O00036612,M0619,First Click,12,Social
O00036613,M0717,Linear,20,Search
O00036614,M0807,Time Decay,16,Social
O00036615,M0374,Time Decay,22,Social
O00036616,M0443,First Click,11,Affiliate
O00036617,M0897,Linear,7,Affiliate
O00036618,M0111,Time Decay,22,Email
O00036621,M0855,Last Click,24,Social
O00036622,M0989,First Click,18,Social
O00036623,M0519,Last Click,2,Social
O00036624,M0414,Time Decay,23,Affiliate
O00036627,M0555,Time Decay,5,Email
O00036629,M0317,First Click,15,Affiliate
O00036630,M0519,Time Decay,9,Social
O00036631,M0723,Time Decay,23,Search
O00036632,M0472,Time Decay,15,Social
O00036633,M0293,Time Decay,21,Email
O00036634,M0153,Linear,4,Search
O00036635,M0849,Last Click,16,Social
O00036636,M0522,Linear,21,Affiliate
O00036637,M0705,Last Click,1,Social
O00036638,M0269,Last Click,28,Search
O00036642,M0878,Last Click,30,Email
O00036644,M0297,Linear,20,Email
O00036646,M0645,First Click,6,Search
O00036647,M0829,Time Decay,7,Email
O00036650,M0538,First Click,25,Social
O00036651,M0765,Linear,1,Social
O00036653,M0085,First Click,24,Social
O00036654,M0407,First Click,16,Social
O00036655,M0157,Last Click,13,Search
O00036656,M0173,Linear,26,Affiliate
O00036657,M0075,Last Click,24,Search
O00036658,M0937,Linear,12,Social
O00036659,M0101,First Click,11,Search
O00036660,M0777,First Click,0,Email
O00036661,M0578,Linear,26,Affiliate
O00036662,M0348,Last Click,22,Affiliate
O00036664,M0211,First Click,20,Email
O00036665,M0645,Linear,4,Search
O00036666,M0403,Linear,22,Search
O00036668,M0395,First Click,26,Search
O00036669,M0282,First Click,11,Affiliate
O00036672,M0551,Linear,22,Search
O00036673,M0878,Time Decay,22,Email
O00036674,M0029,Linear,11,Affiliate
O00036675,M0576,Last Click,6,Affiliate
O00036677,M0032,Linear,8,Search
O00036678,M0997,Last Click,20,Social
O00036679,M0557,Linear,7,Social
O00036680,M0660,Time Decay,11,Social
O00036681,M0326,First Click,4,Email
O00036682,M0183,First Click,4,Social
O00036684,M0470,Time Decay,1,Affiliate
O00036685,M0242,First Click,5,Affiliate
O00036686,M0054,Time Decay,3,Email
O00036688,M0634,Time Decay,23,Email
O00036689,M0828,First Click,15,Email
O00036690,M0900,Linear,0,Search
O00036692,M0309,First Click,6,Social
O00036695,M0436,Last Click,20,Search
O00036697,M0370,Last Click,19,Affiliate
O00036699,M0170,First Click,15,Search
O00036700,M0638,Last Click,29,Affiliate
O00036701,M0917,Last Click,21,Email
O00036702,M0980,First Click,1,Social
O00036703,M0181,Time Decay,8,Search
O00036706,M0344,Last Click,21,Email
O00036707,M0645,Time Decay,15,Search
O00036708,M0910,Linear,30,Search
O00036710,M0953,Last Click,22,Social
O00036711,M0501,Time Decay,10,Social
O00036712,M0022,Time Decay,17,Social
O00036713,M0657,Last Click,18,Search
O00036714,M0723,Time Decay,8,Search
O00036715,M0944,Time Decay,10,Email
O00036718,M0555,Time Decay,19,Email
O00036719,M0346,Time Decay,23,Social
O00036720,M0464,Linear,11,Affiliate
O00036721,M0552,Linear,1,Social
